Comments,location_bool
Harap2 hari2 la menteri jatuh masuk lubang baru la jalan bertar,FALSE
Hope more powerful politicians and ministers drops inside potholes for jkr to act instantly to repair holes throughout Malaysia. It's sickening to note that all road users pay road tax but roads are not maintained. Don't be surprised kj fall road would have retard immediately. That's how rakyat di tepikan ministers and vipp di dahulukan.,FALSE
letak dalam KPI menteri dan MP..15jam sebulan wajib berbasikal ronda kawasan masing²..baru tau mana jalan x elok..kannnnn...,TRUE
Jkr management sleeping .. wait for report than take action .. they work for YB n not peoples..,FALSE
JKR minta maaf dgn KJ......yg dah ramai mati tergolek sbb jln berlobang tak nak minta maaf dgn pewaris ke.....tanya jer jgn marah🤭🤭🤭,FALSE
"Double standard JKR. Kalau rakyat biasa accident jatuh atau parah apabila jalan tak elok, buat tak tahu aje..bila menteri jatuh sikit siap minta maaf..apa jenis standard ini",FALSE
"Kala org awam buat tak tahu je,kalau yb menteri2 laju je buat keje,pilih bulu ANTARA DUA DARJAT",FALSE
YB KJ sorang je ke rakyat malaysia yg pernah accident sbb jln Tak elok🤗,FALSE
Melibtkan YB  JKR cepat reply  tpi klu rakyat biasa drong buat bodoh dan tak tahu apa2. paling kesian  yang melibatkan nyawa org awam.....,FALSE
Moral ceritanya.. setiap kali berlaku seperti ini kpd org atasan barulah rakyat marhaen dpt rasa manafaatnya kot😊..apapun kita mohon semua dilindungi allah swt dari musibah sebegini ..insyaallah,FALSE
"Beribu2 rakyat jelata mati katak kat jalanraya takde pun orang minta maaf, sekali jatuh macam budak2 riuh satu Negara..  Aduiii",TRUE
"Dah ada kemalangan, mati atau ada kena dekat orang politik baru ada tindakan. Korang ni pun, macam tak biasa pulak. Kalau nak cakap tak ada aduan, takkan diorang tak pantau? Atau takkan tak ada walau seorang yang lalu jalan2 tu?",FALSE
Seeloknya ramai lg menteri yg tertogeng jatuh dlm lubang2 dijalan raya. baru gelabah nak baiki jalan...,FALSE
yb2 menteri2 negeri lain pun diharap rajin2 la berbasikal nmpk jln berlubang buat2 la jatuh senang nnt jkr..alam flora..plus..mpk..jkkkk minta maaf secara terbuka..,FALSE
Harap2 semua menteri g la berbasikal @ naik motor kt jalan2 raya malaysia y berlubang mcm lombong mas tu..n harap juga biar semua jatuh @ terjun lubang2 tu..baru la jkr boleh buat kerja..slama ni dah ramai rkyat miskin ni  y cedera & ada juga y mati..JKR buta kayu juga..,FALSE
Cepat betul jkr respon. Semoga ramai lagi yb2/wakilrakyat jatuh basikal dan di viralkan,FALSE
"Dgn ini, sy seru semua pemimpin negara x kira wakil kerajaan atau pembangkang, turun la berbasikal demi jalan raya yg baik..  pengarah jkr daerah blh tukar silang.",FALSE
"Minta tolong Astro AWANI panggil Pengarah JKR Malaysia & ketua pegawai JKR Malaysia untuk buat 1 program khas berkenaan dengan struktur keadaan keselamatan jalanraya di Malaysia ini. Adakah ianya selamat kepada orang awam @ sebaliknya. Kebanyakan jalanraya di Malaysia tidak memuaskan, apakah tindakan JKR Malaysia? Kami rakyat Malaysia nak dengar komen dari Pengarah JKR Malaysia",TRUE
"baru menteri jatuh basikal dah mintak maaf sampai mcm ni. kalau jatuh motor aku ingat habis jkr hulu langat ni hantar surat resign siap ganti motor baru.  padahal rakyat biasa hari2 jatuh, tayar pecah, rim bengkok sbb jalan lubang. xde pulak mintak maaf. anjayyyy",FALSE
"Jalan persekutuan Ipoh - KL serupa musibat,saje tutup mata ke ape...udah rupe permukaan bulan..elok pak menteri hari2 berkayuh d jalan ni,baru buleh dpt turap baru...🤣🤣🤣🤣",TRUE
Klu lah pakcik tua yg tegolek  ko ingat ade JKR amik kisah ?? Sib baik Hero Malaya yg tertonggeng 😁,FALSE
"Amboii.. kemain kalau YB yg jatuh sebab lubang.. kami ni naik kereta motor bayar cukai tau.. tayar tiap² bulan kena buat balancing alignment.. berulang pergi kerja balik kerja.. jalan area Westport, PKFZ, Northport dh mcm lubang congkak aje aku tgk.. skrg musim hujan, makin bertambah teruk jalan.. nak tunggu ada yg hilang nyawa ke baru nk ambil tindakan?? 😓",FALSE
harap byk menteri menerima nasib yg sama dgn kj. cantik la sikit jalan raya nanti,FALSE
"Bukan situ jer, byk lgi jln2 kt Malaysia ni yg bahaya.. jd mangsa rakyat marhein la..",TRUE
"Selalu rakyat dk kenaa sekli menteri kenaa, padann laa kalau rakyat kena hampa buat bodo ja naa sampai mati pun adaa. Menteri kena siap mintak maap bagaii. Dasar makan gaji butaa",FALSE
Kalau mcm tu salah ke kalau doakan ramai lg menteri2 kena musibah...kot cepatla kementerian2 / jabatan lain buat keja...saja tanya? ✌🏻,FALSE
Bila terkena yb menteri br kecut telo n cpt buat kerja bagai.. Klu rkyt biasa yg kena patah kaki pn belum tentu lubang jln d terap.,FALSE
bukan dikuala langat sahaja disarawak byk jln yg berlubang x atur balit nunggu org mati bru.nk buat dikawasan asa tok byk jln belubang x diatur kawasan tamb ya x panday siap dipolah sidak dh bln dh sampe bangkok rim kerta kalisa ku hari ya,TRUE
Rakyat marhaen terjatuh tergolek tersungkur susah nak nampak permohonan maaf terbuka jkr gini. Double standard?,FALSE
Mohon KJ berbasikal di jalan bypass gebeng kuantan kemudian terus ke sungai ular ikut jalan bawah. Sampai depan kuari tu menyelam sekali jubakee....,TRUE
Baru tergolek aje heboh satu dunia...ni kat sarawak berjuta lubang...yg tergolek tu takyah kiralah...yang terus goolll...xsiden...helikopter boleh landing kat lubang..hehehe..biasa saje kat sarawak...hal kecik..,FALSE
Klu rakyat biasa masuk lubang sebesar telur tu ada pihak JKR mntk maaf tak...,FALSE
"Nampak sgt kaki jilat ni..selama hari ni brp ramai dah rakyat yg meninggal,cedera dan keluarga menjadi balu disebabkan jalan berlubang walaupun dah report berkali2..sekali menteri jatuh je terus minta maaf..",FALSE
lubang besar tu ttp pakai playdoh setel...   byk lg tmpat yg rosak makan nyawa.. xde lak minta maaf..,FALSE
"Alhamdulillah, patutya semua YB kena ikut kj main besikal sekali, klu jatuh jkr minta maaf, klu mati jkr tampl jalan, lebih ramai yb mati lebih banyak jalan ditampal. Lando pun bole bersara sbb dah xde isu jalan berlopak.",FALSE
"Kalau Yb terutama menteri terjatuh kerana lubang dijalanraya,cepat2 pihak Jkr minta maaf.Janganlah double standard bro tapi kalau netizen jatuh/terkorban kedlm lubang haramjadah apa p7",FALSE
"Kena rakyat biasa sekoq JKR pun x bunyi, ada yg jadi arwah ada yg rim kereta bengkok, x ada lak jkr nk minta maaf, ketahiaan apakah ini",FALSE
"Hurmm..bile menteri jatoh basikal disbbkn jalan berlubang jkr mohon maaf, lau rakyat?? Bukan jatoh malah meninggal dijalan raya mengelak lubang..jkr xde mention ape2 pun..lg yg pelik tu.jalan helok2 die tar balik..Bes yg berlobang tu die wat nmpk xnmpk je..xpaham la.",FALSE
JKR...Jagalah Keselamatan Rakyat....harap jalan jalan di Malaysia dibaiki dengan sempurna....,TRUE
ore rama mati jasa lubang dalam kamu x mintak maaf pom jilat siki2 dah la dol,FALSE
Dari kecik sampai besar dah lebih 200x langgar lubang jalan raya...tak pun segera d ambil perhatian JKR...ya..Maulana..,TRUE
Please lah #JKR jgn bt rakyat lg bengang dgn kenyataan sedemikian... Pantau la #JKR seluruh malaysia spy jalan lebih baik dr lobang sana sini. You mau jaga perasaan menteri jer ke? 😥,FALSE
"Dibayar gaji. Kerja tak buat. Integriti ke laut. Bila ditakdirkan seorang Menteri tergolek, maka kau tersedar dari mimpi lena. Yelah jalan kampung kan. Mana ada vvip nak lalu. Sekali ambik kau. Tersipu mintak maaf. Patut kau digantung tugas. Keje tak buat. Integriti out. Tindakan apa tah lagi.",FALSE
"Mereka makin gaji buta YB, sebab tu berlubang ja jalan...taniah YB gasak mereka🤣",FALSE
"inilah satu contoh punca kehancuran, dalam soal tanggungjawab...JKR memalukan",FALSE
Sbb tu laa kalau dah tak nak buat kerja n asyik besokan perut makan gaji buta kt office tu lebih baik JKR ni mansuhkan terus.biar Kementerian yg berkenaan lantik kontraktor penyelenggaraan kawal selia jalan2 di Malaysia.ada jabatan pun macam mayat hidup.Menteri dh cedera masuk lubang baru laa masing2 celik mata.💩💩💩,FALSE
"harap lps ni yb2 di kawasan memasing kerap berbasikal.. br korg tau jln kt mesia ni byk kolam mancing.. jibake.. yb jatuh bru ko tkial2 mohon maaf, yg kami hari2 hadap ko buat dek je..",TRUE
"terang lagi bersuluh.. ...jbatan kerajaan....yg poor.kena ke mnteri minta maaf, tpi bila rakyat yg kna......bt2.....bodo....je.",FALSE
"Kalau kena Menteri, bukan main cepat Jabatan minta maaf. Tapi kalau terkena orang awam, peduli pun tak.. sebaliknya mengatakan orang awam cuai.. Tidak alert. Puiii",FALSE
Kenyaraan hipokrit jkr. Kalau org awam kemalangan sehingga ade yg meragut nyawa x plak jkr memohon maaf. Jln raya Malaysia berlubang sana sini jkr wt ape. Team Ronda jkr x pantau ape sebenarnye.,FALSE
"Jadi selama ini JKR tidur lelap dibuai mimpi2 indah menunggu sehingga terjaga dihujung bulan untuk mengambil gaji.Apalah nak jadi dengan perkhidmatan kerajaan diMalaysia.Bukan saja orang politik tidak bolih percayai,kakitangan awam pun intergritinya semakin kelaut.",FALSE
Biasa la keje gomen kira kene ngampu...yg rakyatbmarhaein klu xcdnt pun masih ckp kami akn berbincang dulu dgn bla bla...aler tul...menteri jatuh sikit aje pong...diorg kos sptl tuk cedera mcm tu 10k on da sport je byr...klu rakyat marhaien ni xcdnt mcm tu...dah la cuti dipotong gaji...duit medikal tak support langsung...huhu nasib laa,FALSE
"Tang menteri pandai mintak maaf, tang orang awam????, baru menteri tau tahap jalan yang di bayar cukai ni mcm mna,",FALSE
Baru jatuh sikit semua jabatan JKR  minta maaf orang awam jatuh jalan rosak siapa puntak Tanya sampai Ada Yang mati JKR mana Minta maaf ni lubang kecik saja satu melaysia tau kerana Pak mentri,FALSE
"Klu menteri x langgar lubang jgn harap nak ambil perhatian.. yb kj baru jatuh cedera tu, rakyat dah beribu jatuh patah sana sini, yg meninggal pn ade x pernah pun mintak maaf plak..",FALSE
Saya nak minta maaf kat jkr sbb jabatan netizen bahagian sinis buat kerja dgn baik sekali. Amporn maaf,FALSE
Kene kt org ade pangkat dorg siap minx maap..kene kt rakyat biase dorg wt xtau je..geram btoi la..,FALSE
Ye..betul tu..JKR kena bertanggungjawab..apa2 yg berlaku di dalam bidang kuasa..bertindak segera agar semuanya selamat.,FALSE
Saya juga memohon YB untuk berbasikal area Ampang untuk merasakan pengalaman lebih ekstrim😅,TRUE
lebih ramai menteri jatuh..maka jalan raya di malaysia akan bertambah baik dan selamat utk rakyat biasa nak lalu.,TRUE
Mohon dianjurkan siri berbasikal jelajah mukim daerah yb yb dan pegawai jkr di seluruh Malaysia utk mengenal pasti jalan raya yg berlubang dan bertampal-tampal.. Kalau naik kereta merc honda tentu xbrasa jalan berlubang..,TRUE
"Hmmm.... Kalau mcm nie gayanya, tak minta bnyk. Harap2 akan datang ramai menteri kemalangan kat jalanraya yang rosak terutama jalan dari Sandakan ke Kota Kinabalu. Bila ada menteri yang kemalangan baru laju JKR buat kerja. 🥴",TRUE
harap ade YB yg lalu di lane kiri jln kangkar pulai-skudai..(area UTM) blekuk2 berlubang2 ke sane kesni nak elak.dr dulu smpai ke skg xpenah elok..hasil tampalan periuk kat rumah lg smooth dr tampalan jln area situ.,TRUE
"Klu YB kne sehari selepas kejadian trus permohonn maaf,klu rakyat yg pernh kereta xcident disebbkn elak lubang,agk2 gov mnta maaf x,cukai jln byr tiap2 thun.",FALSE
"Mmg dah peel...tggu menteri,ank2 menteri,cucu2 menteri baru kelam kabut nak repair jalan...org awam dah beribu2 mati..jalan mcmtu ja",FALSE
"Jalan raya utama bertentangan dengan Makhota Parade dan Dataran Pahlawan. Lepas tebuk, teruk jadi jalan. Memang takde pemantauan JKR ke. Lepas tebuk ikut suka turap tak kisahlah tenggelam ke atau timbul jalan tu.",TRUE
"mohon yb buat quotation utk kayuh basikal tempat lain, quotation jatuh sekali",FALSE
"klu PM yg tertungging, kompom DG JKR minta maaf...rakyat biase ni ke laut aje ...ade x de serupa je..",FALSE
Ada hikmah disebalik kejadian YB terjon lubang...lepas nie pakat p palam habih mana jln yg berlobang....,FALSE
@JKRMalaysia please take note of your staff is it fair to the citizen you treat us like this compare to the minister..it's double standard you know please do your job or change the board totally,FALSE
"Menteri jatuh JKR minta maaf bila, kita jatuh kita kena tanggung sendiri.. Nasib badan.. ",FALSE
Ade hikmah hobi basikal ni. Hrp lps ni ramai lg menteri kayuh basikal. ,FALSE
"Kalau pembayar cukai jatuh berbasikal di jalanraya berlubang, adakah pihak berwajib memohon maaf, membaiki lubang dan mengantikan basikalnya ?",FALSE
Semoga lebih ramai lagi menteri jatuh tertonggeng atas jalan raya.... YB Zuridan Mohd Daud Al-Teminie Nazlan Idris jalan jerantut temerloh ni dah mcm lombong,TRUE
Dsar tak buat kerja..kalau rakyat biasa mau nya dibiarkan mati katak kat situ,FALSE
Perati n baiki jalan seluruh negara...  Lobang sana sini kena kat menteri terus rajin siap mohon maaf..  Kena rakyat biasa buat do no...,TRUE
Kenapa perlu berbasikal baru nak ambil tindakan. Berapa banyak kenderaan lain rosak rim sebab jalan yg teruk. Xde lak tindakan di ambil. Rezeki org yg ada khidmat baiki rim dan jual rim. Pakai la rim paling mahal pun. Jalan tetap sama  je. 🥸,TRUE
Takut di ambil tindakan cpat2 dpa minta maaf pasai menteri...kalau rakyat biasa....buat xtau ja..dah mati bnyak pasai lubang jalan pun diam ja..JKR makan gaji buta ka....,FALSE
"Eh buat apa minta maaf, kan kerja terbaik dah dilakukan, pemantauan setiap hari, yang berlubang tu bukan kat Malaysiakan, yb tu cycling kat luar negara tu",FALSE
Menteri saja ke yang bayar cukai kat malaysia nie,FALSE
Eh tak pernah dengar minta maaf. Ohh patut la menteri. Ohh ada terluka. Rakyat dah beribu korban,FALSE
Patutnya YB KJ yang kena mintak maaf dengan JKR Kuala Langat kerana telah melanggar lopak peliharaan mereka 😡😡 #MaafkanKamiJKRKualaLangat,TRUE
sepatutnya KJ minta maaf pada JKR sebab cuai ketika berbasikal hingga terlanggar lubang di kawasan penyeliaan JKR.,FALSE
Selama ini banyak yang mati kerana langgar pothole tidak pula dengar mereka minta maaf.,FALSE
Kenapa JKR mohon maaf kat KJ je.. Habis tu  orang2 lain yang langgar lubang jalan tak ada pula JKR mohon maaf.. Setiap tahun cukai jalan bayar tetap bayar.. Jalan  raya sama jugak berlubang sana sini,FALSE
"Banyak jalan raya yg rosak, lepas korek, turap sana tenggelam, sini bonjol. Jalan jadi tak rata. Ni sebab menteri yg jatuh tu kecoh semua buat kerja. Cuba rakyat yang jatuh, mampuslah situ.. Takde hairan pun",TRUE
EH KPD JKR SEMUA DAERAH MAKAN GAJI BUTA KE? NAMPAK LOBANG BUAT2 TAK NAMPAK BAYANG PUN TAKDE KASIH TUTUP SEMUA LOBANG ATAS SELURUH MALAYSIA LAH SUSAH LAH KAMI SEMUA BAWAK KERETA SELALU PANCIT SUSPENSION ROSAK BUAT KERJA BAIK2 BOLEH?,FALSE
Lagi baik yb saman jer jkr tu supaya jadi pengajaran. Permohonan maaf x akan mendatangkan apa2 kesan. Sekurang2 kurangnya netizen tau yg netizen boleh saman pihak jkr jika kecuaian itu betul2 disebabkan keadaan permukaan jalan.,FALSE
"Harap2 isu jalan berlubang dapat diselesaikan dengan kadar segara dan tindakan JKR bukan setekat di semanjung saja malah di negeri sabah, untuk pengetahuan semua JKS2 dinegeri sabah ada banyak jalan raya yang rosak dan berlubang2 malah ada yang macam ombak, tak percaya datang ke sabah tinjau semua jalan2 raya disabah, kerajan silih berganting tetepi keadan jalan raya tetap sama tiada yang berubah cuma pemimpin nya saja yang berubah jadi senang,",TRUE
"Kena tang menteri, cepat aje mohon maaf. Rakyat yang berpuluh tahun hadap jalan berlubang, kemalangan, meragut nyawa lagi. Bukan stakat nak mintak maaf, betulkan jalan berlubang pun haram. ",FALSE
"Bila YB masuk lobang.. baru nak ambil tindakan,minta maaf.. yg rakyat hari2 jatuh masuk lubang2 di jalan raya diseluruh negara tiada pula yg nak ambil tindakan,minta maaf ?",FALSE
Tak abis lagi ke cerita ni.. Saya yang hari2 langgar lubang pun JKR xde nak minta maaf. Kalau Menteri sampai seminggu x abis cerita.. ,FALSE
Harap lepas ni ada lagi la mangsa dari kalangan menteri2 ! Begitu laa double standard yg diamalkan🤷‍♀,FALSE
Jkr ni dah di swastakan ke mcm mana sebenarnya? Ada tempat saya tengok jika mreka nak mengetar jln berlubang2 mreka dtg jam 10. Pkerjanya ramai juga. Jln yg ditampal atau di tar tu adalah setakat 10 depa. Jam 1 mreka dah siap/balik. Esok dtg lagi buat kat tempat lain.  Krja mcm x efektif sepatutnya jam 8 dah start kerja dan habis jam 5 petang. Mcm jangan kerja rajin pulak jadinya.,FALSE
Jkr mata dah x nampak. Kadang kat tengah jalan raya pun ada kolam renang. Kalau gajah turun pun tengelam.,FALSE
JKR langat mkn gaji buta ke?,FALSE
Buntut lah mohon maaf..apa d sana saja ker jln berlubang..x tahu berapa ramai dh meragut nyawa berpunca dari jlm berlubang.baru2 ini adik penghantar makanan tu tergolek sb langgar lubang x der pula permohonan maaf.motor tu bayar cukai jalan.basikal mana ads bayar cukai jln...hanat lah,FALSE
Sejak dua menjak ni sebahagian besar pegawai2 teknikal di jbtn2 kerajaan kebanyakkannya dh jadi kontraktor sepenuh masa tu yg jd tak beramanah mkn gaji buta,TRUE
Kalau menteri atau orang ternama berlaku kemalangan kerana jalan tak helok berlubang pehak JKR cepat2 minta maaf bagai mana kalau rakyat biasa berlaku kemalangan kerana jalan berlopak  tak ada pehak JKR minta maaf istemewa nya kalau orang  di gelar berhormat,TRUE
"Ada rupanya JKR kuala langat ni, pikir dah takde. Jalan berlubang setiap semeter, lampu jalan rosak dah bertahun. Kalau ade sedara mara atau kawan2 yg kerja jkr kuala langat, mintak tolong la ludah muka nya sekali",TRUE
"Kerbau/lembu berkeliaran di jalanraya2 malam2 hingga menyebabkan kemalangan maut, sudahkah pihak atasan berkenaan ambil tindakan yg sewajarnya?",TRUE
harap semua pegawai di jkr berbasikal di jln jln malaysia terutama bentong ke kb..pehhh..bergegau kepala hotak....,TRUE
"Yang jadi mangsa  rosak hartabenda, luka dan hilang nyawa sbb sifat tidak ambil peduli  pihak2 tertentu,siapa harus dipertanggungjawabkan. Rakyat biasa lau kecelakan begini buat tak reti je. Sal kedudukan berjela2 mohon ampun.",FALSE
"Mmg patut pun para YB (kata wakil rakyat) bising ttg benda2x kepentingan rakyat sepaya agensi kerajaan (JKR contohnya) buat kerja untuk rakyat !!! Rakyat ni yg BOS fhm tak? JKR tu civil servant, diulang civil servant ...",TRUE
harap2 lepas ni pm dan semua menteri2 bergilir2 naik basikal dikawasan masing2. kemudian kita minta menteri tu jatuh. supaya jkr minta maaf dan membaiki jln raya yg berlubang lubang.,FALSE
Ade bagusnya menteri yg kene jd isu hangat.. kalau rakyat kene senyapp je...,FALSE
"Jkr ni patut minta maaf kat semua rakyat, jalan tk pernah elok. Orang pecah tayar rim bengkok jatuh motor semua hasil jkr yg malas pantau keadaan jalan.",FALSE
"Sama ada menteri or big boss JKR sendiri jatuh langgar lubang tu, baru la aku rasa laju depa nak bertindak.",FALSE
#jkrselangor...sila buat pemeriksaan MRR2 yg kini uzur ie bridge joint,FALSE
kena kat org VIP baru mgelabah.. klau kita ni yg rakyat biase2 ni buat x pndang je.. biar la mati bpe ramai pun.. ,FALSE
"Mohon maaf untuk apa nak tunjukkan yg JKR ni x buat keja sedangkan sekarang ni lebih 700,000 org menganggur x bekerja jadi jalankan kerja segera krn pa kami pernah kena bnyk tmpt terutama jln Rawang ke Batu Arang, Selangor beribu dah duit kami keluar",TRUE
Jgn risau yb nanti badan2 yng berkenaan akan cepat baik pulih jln tu kalaulah ada org menteri dpt kemalangan cpt diaorg buat jgn risau,FALSE
Siapa boleh jelas Kan tentang Akta keselamatan Dan kesihatan .minta siapa yg Arif tentang Akta ni boleh kongsi kan.klu tak silap pengguna boleh menyaman agensi yg berkaitan tentang kecuaian menyediakan jalan Raya Yang selamat.dan siapa boleh jelas Kan apakah  tujuan Kita dikenakan cukai jalan bagi setiap kenderaan.cukai itu digunakan untuk apa?apakah pihak Yang menyediakan perkhidmatan jalan Raya contoh kerajaan boleh Di Saman atas kecuaian Dalam menyediakan jalan Raya Yang selamat?minta Yang Arif tentang undang² Bab ini boleh kongsi Kan demi keselamatan pengguna jalan Raya yg lain,FALSE
"Klau kena pada Rakyat biasa, tak ade Mohon Ma'af apa apa pun. Kena pada Jemaah Menteri, banyak minta sori sori!!! JKR ni kerja untuk Rakyat jelata ke, atau Jemaah Menteri Menteri sja?? Patut kerja baik baik, jaga JalanRaya dengan baik dan isi balik lubang lubang klau ade. Dengan ni, tak payah minta ma'af pada sapa sapa pihak.",FALSE
"Yb jatuh luka skit je minta maap bagai..rakyat maheran biasa² jatuh tergolek patah lahum mati ke apa,buat budo je,kami xsalah lubang tu yg salah,tuu bukan kerja kami nk ttp lubang kt jln,nk jln elok² tggu dekat prk or pr besar",FALSE
kalau rakyat biasa jatuh.. mampus pi la... bila YB yg jatuh baru nak timbulkan isu jalan berlubang. rakyat dah sengsara lama dah pasal jalan berlubang ni,FALSE
aik..mohon maaf dgn menteri je?menteri je ke byr cukai..menteri je ke kerja kat malaysia ni..time kena kat rkyat xde plak gelabah harom camni,FALSE
Sudah2 la jkr membodek..mentang2 kj menteri...org awam mati pasal lobang ade die minta maap?bnyk mkn duit haram hati pon hitam...ak harap2 org2 jkr kaki bodek ni mati tepi jalan raya kne langgar lori,FALSE
Harap lps ni pihak #jkr buka mata seluas2nya utk memantau setiapa lubang2 d jln raya..nanti klu YB2 jatuh lgi brapa kali mw minta maad daahhh...🤣🤣🤣,FALSE
Kene Mohon maaf cepat cepatlah. . kalau tidak kene tukar pengarah Baru..anta tukar kat Kaw pendalaman..MCM Kita raayat biasa Ni P mampus kalau tergolek langgar Jalan berlubang....,FALSE
"Menunggang motosikal mempunyai resiko yang tinggi bila berada di atas jalan raya, selain menjaga diri dari kenderaan lain, faktor jalan rosak dan berlubang juga penyebab kepada kemalangan kepada penunggang motosikal.",FALSE
Elok sangt JKR....orang awam sampai mati di sebab kn lubang jalan....,FALSE
Amboi... Menteri jatuh kemain korg minta maaf.. Cuba rakyat marhen yg jatuh basikal tadi.. Nak dgr maaf? Mmg x lah.. Berabad kemudian baru jln raya tu dibaiki.. Fundekk,FALSE
#jkrkualalangat tolong la betul kn jalan selepas jambatan banting mngahal ke telok datok tu.. 500m je dri pejabat jkr kuala langat dah teruk sangt tu..,TRUE
"berapa banyak rekod kematian kelalaian atau kecuaian JKR,Contraktor...rekod rasmi ada kat hospitàl,balai polis dan insuran... tolong buat kajian",FALSE
"Eleh jkr minta maaf konon klu dgn yb,kami yg pecah tayar kereta terlanggar lubang ndak pula dia mau mohon maaf,p sini sabah tgk jalan raya mcm mana...",FALSE
"Sebab dia YB, JKR mohon maaf dan akan ambik tindakan segera. Apabila kena pada pengguna jalanraya yang lain, JKR macam tak ada mata. Mulut nak mintak maaf pon entah ada entah tiada.",FALSE
Mntak YB2 buat aktiviti bebasikal d sabah.. sy rasa tak habis jalan da ada yg arwah.,TRUE
Comelnya tu pothole jika dibandingkan dgn pothole di sabah ni. Siap ada yg meninggal tiada pun kena ambil peduli ,TRUE
Menda dah lama....bru nk sedar....mcm xde jabatan je yg pantau....haremmmmm,FALSE
"Pastu org lain yg jd mangsa pothole korg tk mintak maaf plak ? Musim hujan ni makin byk lubang kt atas jln tu, keluar dan gi check. Jgn duduk je kt pejabat.",FALSE
Bila kena tang menteri mintak maaf...cuba kena dekat rakyat biasa kita pulak di slhkn sebab tak elak lubang tu....tak pun mula la menuduh sana sini mencari salah...last senyap mcm tu je..kimak sungguh......,FALSE
Kalau vip minta maaf. Kalau rakyat biasa ada ke minta maaf. Buat malu jer jkr ni. Nampak sangat tidak bagusnya jkr,FALSE
Terima kasih yb krn mengambil risiko  membongkar penyelewengan puluhan tahun ni yg brlaku d sluruh negara ni..,FALSE
"Kalau rakyat biasa jadi mcm tu JKR xdak plk mintak maaf... Nk relaks keja xbuat baik ganti org lain dalam JKR... Tau nk mengampu org atas.. Rakyat mati 5,6 org baru nk bincang kluar tgk .. Cukup 7 org baru nk cari contraktor. 8 org contraktor baru nk sian contrak... Haha tau la apa nasib rakyat kat malaysia ni.... Mau kena kat menteri kelupoq mintak maaf... Tkt kena buang kerja ... Jem pakaliu",FALSE
Selagi X de accident..selagi tu xde tindakan... lambat untuk respond.. less talk..more action..,FALSE
Jd kerap sgt pantau jalan2 dlm area dia syor kan pakai dron utk pantau jd pergi meeting saja,FALSE
"Mungkin lepas ni YB² atau menteri² kena jatuh dekat tempat berlubang tu, baru cepat dorang tampal.",FALSE
"Kalau menteri atau vvip langgar pokok, mesti pokok pun habis kena tebang kan🤭🤭🤭",FALSE
Kalau ada menteri atau pegawai JKR yg mati jatuh lobang pun kami redho. Tiap2 bulan PRK pun kami tak mengeluh.,FALSE
Mohon menteri ride kt jalan meru & kapar..harap kn PRK je bru nk turap jalan,TRUE
wajibkan smua ketua2 JKR main basikal setiap minggu supaya boleh jumpe lubang2 dkt jln raya.byk sgt dduk blik aircon,FALSE
Elok huga menteri @ yb jatuh basikal ni.. Br lah JKR buka mata.. Klu golongan marhain ni depa x peduli.. Dah mati pun x buat apa lg.. Mati katak je ..,FALSE
Selama nih btui la apa yg diperkatakan... Rakyat terseksa xpe jnji menteri senang lenang...double standard pnya layanan..,FALSE
Entah le...lumrah mcm tu la...org berjawatan lalu terus boleh repair..padahal jalan dah rosak lama x de pemautauan atau dah ade report x buat jugak...,FALSE
patut jkr mtk mhp gan rakyat sb byk myusahkan rakyat dgn jln mcm hampeh.. byr cukai bermcm cukai tp hampeh... tahu nk untung je x de kualiti,FALSE
Tak perlu mintamaaf ? . Kenapa kerana dia bekas seorg menteri?. Mcm mana beribu rakyat malaysia yg lain  yg kemalangan disebabkan jln berlubang sapa pun tak peduli.  ##Pantaulah jln raya sepanjang masa. Adakanbilik aduan dan bertinfak balas berdasarkan aduan jgn mkn gaji buta.,FALSE
Mmg patut pun rakyat marah.....bila ada laporan baru nk bertindak,FALSE
"Banyak kemalangan sebelum ini meragut nyawa rakyat biasa apa nak cakap,banyak lubang tampal pun tak betul .",FALSE
KLU YB kena cpt je minta mff..bila rakyat yng jatuh ????,FALSE
Double decker ..klu marhean kena senyap kesudah..klu menteri baru maaf bagai..mintk menteri lain kayuh dkt lain sekali,FALSE
"Kalau yb laju je nk minta maaf, nak repair terus, klu kami yang kene belum tentu nampak batang hidung nk repair jalan☺️",FALSE
Spatutnya menteri kerjaraya turut sekali kayuh basikal supaya dia taw mcmana keadaan jalanraya sekarang ni naik kereta besar mmg laa tak nampak berapa teruk jalanraya sekarang termasuk jalan dkampung yg banyak rosak sana sini.,FALSE
Aikk x kn bila Menteri jatuh basikal baru JkR nk wat keja ? Banyak lg keja yg pihak JKR bole wat n pantau 😅,FALSE
"Sy harap dgn berita ni, makin ramai la menteri2 yg rajin naik basikal. Mgkn lepas tu baru tau jalan2 malaysia ni cmne.. kalo x, naik kete ada org escort, jalan jem pun boleh jd clear..",FALSE
Bila Menteri jatuh..Baru tau keadaan jalan raya Malaysia teruk..kalau rakyat biasa yang jatuh.. Tak ada sapa pun peduli...JKR tidur..,FALSE
Semua jalan raya cer turun padang tengok/ lihat.#jkr #perak #gerik.ada lubang tak.cat putih jalan raya nampak terang tak.#keselamatan #nyawa.#bajet,FALSE
Org awam jatuh patah riuk buat dek je....,FALSE
